Annotator,Sample ID,Channel Name,Link,Title,Topic,Scene Number,Intent,Time Start,Time End,Chart Type,Chart Details,Animation Type,Transcript,Global_Youtube_Link,Chart Data,Chart Meta Data
Shadikur,264,vox,What I learned from taking a train across the US - YouTube,,,1,"To show how dramatically U.S. passenger travel shifted away from railroads, dropping from 98% in 1916 to just 4% by 1956",05:40,05:54,Pie Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison","So much so that by 1956
only 4% of passenger travel was on trains.
When you take into account that 40 years earlier
that number was 98%
you can see how much the US’s priorities
had shifted when it came to travel.",https://youtu.be/von_IMi97-w,"Chart 1 - Pie Chart
| Category           | Percentage |
| :----------------- | :--------- |
| RAILROADS          | 98         |
| Other Travel Modes | 2          |
-------------------","Chart 1 - Type: Pie Chart,
Description: This chart illustrates the distribution of passenger travel modes in the US in 1916, showing the overwhelming dominance of railroads. The source is cited as Interstate Commerce Commission 1956 and University of Iowa 1989.
Mark: Slices,
Background: White with a light gray grid pattern,
Gridlines: Solid, light gray,
Data Colors: Pink, Light Blue,
-------------------"
Shadikur,265,vox,Why so many baseball players are Dominican - YouTube,,,1,To show that San Pedro and other Dominican cities remain the strongest pipeline for modern baseball talent.,10:16,10:24,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and highlighted using color","And the leading cities for this talent pipeline
are the same as the ones where the sugar mill games
were once played.
With San Pedro right at the top.",https://youtu.be/40Je_0Jef_o,"Chart 1 - Horizontal Bar Chart
| City              | MLB Players since 2000 per 100,000 residents | Region        |
|:------------------|:---------------------------------------------|:--------------|
| SAN PEDRO (DR)    | 14.8                                         | LATIN AMERICA |
| SAN CRISTOBAL (DR)| 4.4                                          | LATIN AMERICA |
| SANTO DOMINGO (DR)| 3.8                                          | LATIN AMERICA |
| MARACAY           | 3.3                                          | LATIN AMERICA |
| SANTIAGO (DR)     | 3.1                                          | LATIN AMERICA |
| SAN DIEGO         | 2.9                                          | UNITED STATES |
| SAN FRANCISCO BAY | 2.4                                          | UNITED STATES |
| LOS ANGELES       | 2.1                                          | UNITED STATES |
-------------------","Chart 1 - Type: Horizontal Bar Chart, 
Description: This horizontal bar chart displays the leading cities for baseball talent, quantified by the number of MLB Players since 2000 per 100,000 residents. Cities are categorized into Latin America and United States, with Latin American cities showing significantly higher per-capita talent generation for the top-ranked entries. The chart is sourced from Patrick Adler, University of Toronto School of Cities, Baseball-Reference.com, and Bloomberg CityLab, 2019.,
Mark: Rectangle, 
Background: Dark Grey with subtle texture, 
Gridlines: Solid White (vertical), 
Data Colors: #CFA43B (Gold/Latin America), #5F9E58 (Green/United States), 
-------------------"
Shadikur,266,vox,A desert fungus that infects humans is spreading - YouTube,,,1,To show how Valley Fever cases in the US are far more widespread than official reports suggest due to significant underreporting and misdiagnosis.,01:51,02:06,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison, Draw a dottet line to highlight ","In 2019 states officially reported
20,000 cases of Valley Fever to the CDC.
Some researchers think that actual number
is closer to 350,000 cases annually.
If you account for underreporting and misdiagnoses.",https://youtu.be/kggpgKea0lk,"Chart 1 - Bar Chart
| Year | Reported Cases |
|------|----------------|
| 1998 | 2500           |
| 1999 | 3200           |
| 2000 | 4500           |
| 2001 | 5300           |
| 2002 | 5000           |
| 2003 | 5500           |
| 2004 | 6500           |
| 2005 | 7000           |
| 2006 | 9200           |
| 2007 | 8000           |
| 2008 | 8700           |
| 2009 | 13000          |
| 2010 | 16500          |
| 2011 | 21000          |
| 2012 | 18000          |
| 2013 | 9000           |
| 2014 | 8700           |
| 2015 | 11500          |
| 2016 | 12500          |
| 2017 | 15200          |
| 2018 | 16200          |
| 2019 | 19500          |
-------------------","Chart 1 - Type: Bar Chart,
Description: A bar chart displaying the reported number of Valley Fever cases in the US from 1998 to 2019, sourced from the Centers for Disease Control and Prevention. The chart shows a general upward trend with a significant peak in 2011, followed by a dip and a subsequent rise towards 2019. The 2019 data point is highlighted.
Mark: Bar,
Background: Light beige/tan with a subtle grid pattern,
Gridlines: Faint light brown/orange, solid for Y-axis (horizontal at 5,000 intervals) and implicit for X-axis, with a dotted horizontal line at 20,000 cases.,
Data Colors: Dark blue-grey (for 1998-2018 bars), Orange (for 2019 bar),
-------------------"
Shadikur,267,vox,How Palestinians were expelled from their homes - YouTube,,,1,"To show how the religious population of Palestine in 1878 was predominantly Muslim, with much smaller Christian and Jewish communities.",01:22,1:30,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and highlighted the value","By the late Ottoman Empire, Palestinians living here
were overwhelmingly Muslim
with minority Christian and Jewish native populations, too.",https://youtu.be/rGVgjS98OsU,"Chart 1 - Horizontal Bar Chart
| Category | Population |
|----------|------------|
| MUSLIMS  | 386320     |
| CHRISTIANS| 40588      |
| JEWS     | 13942      |
-------------------","Chart 1 - Type: Horizontal Bar Chart,
Description: This chart illustrates the major religious populations in Palestine in the year 1878. It presents the population counts for Muslims, Christians, and Jews, showing the relative size of each religious group.,
Mark: Bar,
Background: Light beige/off-white solid with a subtle, diffuse pattern,
Gridlines: Thin, light gray dashed/dotted horizontal and vertical lines,
Data Colors: ['#E66761', '#8DA967', '#5E93AE']
-------------------"
Shadikur,268,vox,How Palestinians were expelled from their homes - YouTube,,,2,"To show the demographic reality of Palestine in 1878, where Muslims formed the overwhelming majority",05:00,05:11,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and highlighted the value","Palestine was, of course, a land with a people.
In 1931, there were more than 850,000
Palestinian Arabs in the region, still the vast majority.",https://youtu.be/rGVgjS98OsU,"Chart 1 - Horizontal Bar Chart
| Category                | Population |
| :---------------------- | :--------- |
| MUSLIMS AND CHRISTIANS | 851,110    |
| JEWS                    | 174,610    |
-------------------","Chart 1 - Type: Horizontal Bar Chart,
Description: This chart illustrates the major religious populations in Palestine in 1931, based on the Census of Palestine. It presents the populations of ""Muslims and Christians"" and ""Jews"" as two distinct categories.,
Mark: Rectangle,
Background: Light beige with a subtle grid pattern,
Gridlines: Faint light gray, solid lines, forming a square grid,
Data Colors: ['#E66763', '#4E9CAE'],
-------------------"
Shadikur,269,vox,How to fix clean energy’s storage problem,,,1,"To show how daily electricity demand in California consistently exceeds solar and wind supply, requiring fossil fuels to fill the gap.",00:00,00:35,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison, Draw a dottet line to highlight ","This is the typical demand for electricity
on a spring day in California.
It starts growing around 6 AM, then rises again around 6 PM.
Now, this line shows when wind power
feeds the California power grid.
Wind is variable but often picks up at night.
Solar panels, on the other hand
kick into gear around 7 AM
generate a lot of electricity until the sun sets around 7 PM.
On most days
neither comes close to meeting the peak demands of the day
so the power company relies on fossil fuels
like natural gas to make up for the gap
which widens significantly when people use electricity the most.",https://youtu.be/z-k5uS7ALXk,"Chart 1 - Line Chart
| Time | Demand (MW) | Solar (MW) | Wind (MW) |
| :--- | :---------- | :--------- | :-------- |
| 12 AM | 23000       | 1000       | 2500      |
| 1 AM  | 22000       | 1000       | 2700      |
| 2 AM  | 21500       | 1000       | 2900      |
| 3 AM  | 21000       | 1000       | 3100      |
| 4 AM  | 20500       | 1000       | 3300      |
| 5 AM  | 20000       | 1500       | 3500      |
| 6 AM  | 20000       | 3000       | 3700      |
| 7 AM  | 20500       | 6000       | 3900      |
| 8 AM  | 21000       | 9000       | 4100      |
| 9 AM  | 21500       | 11000      | 4300      |
| 10 AM | 22000       | 12000      | 4500      |
| 11 AM | 22000       | 12500      | 4600      |
| 12 PM | 21500       | 12000      | 4700      |
| 1 PM  | 21000       | 11000      | 4600      |
| 2 PM  | 20500       | 9500       | 4500      |
| 3 PM  | 20000       | 7500       | 4400      |
| 4 PM  | 20000       | 5000       | 4300      |
| 5 PM  | 21000       | 2500       | 4200      |
| 6 PM  | 23000       | 1500       | 4000      |
| 7 PM  | 25000       | 1000       | 3800      |
| 8 PM  | 26500       | 1000       | 3600      |
| 9 PM  | 26000       | 1000       | 3400      |
| 10 PM | 24500       | 1000       | 3200      |
| 11 PM | 23000       | 1000       | 3000      |
| 12 AM | 22000       | 1000       | 2800      |
-------------------","Chart 1 - Type: Line Chart,
Description: A line chart displaying electricity demand and generation from solar and wind sources over a 24-hour period on April 7, 2023, for California ISO. The Y-axis represents power in MW, and the X-axis represents time from 12 AM to 12 AM. The Demand line shows an evening peak, while Solar generation peaks in the midday. Wind generation remains relatively stable throughout the day.
Mark: Demand: Dashed line; Solar: Line with filled area; Wind: Line with filled area,
Background: Dark Grey,
Gridlines: White, horizontal, solid,
Data Colors: Demand: White, Solar: Bright Green, Wind: Teal
-------------------"
Shadikur,270,vox,"The big problem with cement, and how to fix it",,,1,To show how cement production contributes a larger share of global carbon emissions than aviation and shipping combined.,00:38,00:44,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison","All that cement production accounts for 8%
of all global carbon emissions...
more than the aviation and the shipping industries combined.",https://youtu.be/asLWBGtAhZk,"Chart 1 - Horizontal Bar Chart
| Category | Emission Share (%) |
|:---------|:-------------------|
| Cement   | 8.0                |
| Aviation | 2.5                |
| Shipping | 3.0                |
-------------------","Chart 1 - Type: Horizontal Bar Chart, 
Description: This chart illustrates the share of global carbon emissions attributed to specific sectors: Cement, Aviation, and Shipping, with data sourced from the World Bank and World Economic Forum. Each category is represented by a horizontal bar indicating its percentage contribution.
Mark: Rectangle, 
Background: Blurred aerial city view (dark gray/brown tones), 
Gridlines: None, 
Data Colors: Pink, Light Gray, 
-------------------"
Shadikur,271,vox,"The big problem with cement, and how to fix it",,,2,To show that China is now the dominant source of global cement-related CO₂ emissions due to its rapid development.,00:45,00:49,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison","Today, most of those emissions
are due to China's rapid development.",https://youtu.be/asLWBGtAhZk,"Chart 1 - Line Chart
| Year | China (million t) | India (million t) | United States (million t) | Germany (million t) | Nigeria (million t) |
| :--- | :---------------- | :---------------- | :------------------------ | :------------------ | :------------------ |
| 1880 | 0                 | 0                 | 0                         | 0                   | 0                   |
| 1900 | 2                 | 1                 | 5                         | 8                   | 0                   |
| 1920 | 5                 | 5                 | 40                        | 20                  | 0                   |
| 1940 | 10                | 10                | 80                        | 30                  | 0                   |
| 1960 | 40                | 20                | 150                       | 60                  | 0                   |
| 1980 | 80                | 40                | 160                       | 50                  | 10                  |
| 2000 | 250               | 80                | 180                       | 40                  | 20                  |
| 2010 | 600               | 130               | 170                       | 35                  | 22                  |
| 2021 | 880               | 180               | 160                       | 30                  | 25                  |
-------------------","Chart 1 - Type: Line Chart,
Description: Annual CO2 emissions from cement for five selected countries (China, India, United States, Germany, Nigeria) from 1880 to 2021, showing a rapid increase in emissions for China and India, particularly from the 2000s onwards. Emissions for the United States have largely stabilized or slightly declined after peaking around 2000, while Germany's emissions have also seen a decline since the late 20th century. Nigeria's emissions remain very low but show a slight upward trend.
Mark: Line,
Background: Solid light grey (#F2F2F2),
Gridlines: Dotted light grey (#CCCCCC),
Data Colors: ['#8CC63F', '#66D9EF', '#00BCD4', '#009688', '#AEC6CF'],
-------------------"
Shadikur,272,vox,"The big problem with cement, and how to fix it",,,3,To show how China’s recent cement production massively exceeds a century of US output.,00:50,00:55,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and highlighted the value","In just two years, China produced more cement than the US did
in the entire 20th century.",https://youtu.be/asLWBGtAhZk,"Chart 1 - Horizontal Bar Chart
| Country & Period | Production (billion tonnes) |
|:-------------------|:----------------------------|
| US (1900 - 1999) | 4.2 |
| China (2020 and 2021) | 4.9 |
-------------------","Chart 1 - Type: Horizontal Bar Chart,
Description: This chart compares the total cement production of the US over a 100-year period (1900-1999) with China's total cement production over a two-year period (2020 and 2021).,
Mark: Bar,
Background: Light grey,
Gridlines: None,
Data Colors: ['#00BCD4', '#8BC34A'],
-------------------"
Shadikur,273,vox,How solar energy got so cheap - YouTube,,,1,"To show how the cost of solar panels has dramatically fallen over time, making solar energy far cheaper and more accessible today.",00:20,00:34,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and Draw a circle to highligt","Fast forward 70 years and that cost has come down.
Way down.
Solar energy is the cheapest it's ever been...
nearly 90% cheaper than it was just in 2009.
In a lot of places",https://youtu.be/V8Vtb0bn30M,"Chart 1 - Line Chart
| Cumulative installed solar PV capacity (MW) | Price per watt ($) |
| :------------------------------------------ | :----------------- |
| 0.8                                         | 100                |
| 1                                           | 95                 |
| 2                                           | 60                 |
| 5                                           | 40                 |
| 10                                          | 20                 |
| 20                                          | 12                 |
| 50                                          | 6                  |
| 100                                         | 5                  |
| 200                                         | 8                  |
| 300                                         | 6                  |
| 500                                         | 4                  |
| 1,000                                       | 3                  |
| 2,000                                       | 4                  |
| 3,000                                       | 3.5                |
| 5,000                                       | 3                  |
| 10,000                                      | 2                  |
| 20,000                                      | 1.5                |
| 30,000                                      | 1.0                |
| 50,000                                      | 0.8                |
| 100,000                                     | 0.6                |
| 150,000                                     | 0.5                |
-------------------","Chart 1 - Type: Line Chart, 
Description: This line chart, titled ""The price of solar modules over time,"" illustrates the historical trend of the price per watt of solar photovoltaics against the cumulative installed solar PV capacity (MW). The chart displays a general decreasing trend in price as capacity increases, with specific annotations for years 1976, 2009, and 2019, highlighting the significant price reduction over decades. Both X and Y axes are on a logarithmic scale.,
Mark: Line (connected points). Annotated points use circular marks (pink for 2009, green dollar sign for 2019)., 
Background: Solid light gray (#f7f7f7)., 
Gridlines: Thin, solid light gray lines for both major and minor grid divisions on logarithmic scales., 
Data Colors: Main data line is green (#74b834). A dotted light blue line indicates a trend. Annotation marks are pink (#FFB6C1) and green (#74b834)., 
-------------------"
Shadikur,274,vox,How solar energy got so cheap - YouTube,,,2,To show that solar power has become the cheapest source of electricity compared with fossil fuels.,00:35,00:46,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and Draw a yellow line to highligt","it is now cheaper to generate electricity with solar...
than with coal, natural gas, or nuclear power.
This is an unqualified success story.
And if we can take the right lessons from it...",https://youtu.be/V8Vtb0bn30M,"Chart 1 - Line Chart
| Year | Coal ($/MWh) | Natural gas ($/MWh) | Solar ($/MWh) |
|------|--------------|---------------------|---------------|
| 2010 | 115          | 80                  | 365           |
| 2012 | 108          | 78                  | 155           |
| 2014 | 92           | 80                  | 68            |
| 2016 | 98           | 68                  | 42            |
| 2018 | 100          | 62                  | 32            |
| 2020 | 118          | 58                  | 28            |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart illustrates the Levelized Cost of Energy (LCOE) for new power plants using Coal, Natural gas, and Solar technologies from 2010 to 2020. The X-axis represents the year, and the Y-axis represents the cost in dollars per Megawatt-hour ($/MWh). The chart shows a significant decline in solar energy costs over the decade, while coal and natural gas costs remained relatively stable or fluctuated.
Mark: Line,
Background: Light Grey,
Gridlines: Solid, Light Grey,
Data Colors: ['#3F3F3F', '#222222', '#6DC24B'],
-------------------"
Shadikur,275,vox,Why China's population is shrinking - YouTube,,,1,To show that China’s population has begun shrinking because deaths have now exceeded births for the first time in decades.,00:00,00:18,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison","This chart shows China's birth and death rate
over the last 60 years.
For most of it, births are high.
But in 2022, China had more deaths than births
causing its population to decrease
for the first time in 6 decades.
To get why this is such a big deal, consider this:",https://youtu.be/gmehUgOy5ok,"Chart 1 - Line Chart
| Year | Births (Millions) | Deaths (Millions) |
|---|---|---|
| 1965 | 31.0 | 11.0 |
| 1966 | 28.0 | 10.8 |
| 1967 | 30.0 | 10.5 |
| 1968 | 27.5 | 10.2 |
| 1969 | 25.0 | 10.0 |
| 1970 | 27.0 | 9.8 |
| 1971 | 28.5 | 9.5 |
| 1972 | 26.0 | 9.2 |
| 1973 | 24.0 | 9.0 |
| 1974 | 23.0 | 8.8 |
| 1975 | 22.0 | 8.6 |
| 1976 | 21.0 | 8.4 |
| 1977 | 20.0 | 8.2 |
| 1978 | 20.5 | 8.0 |
| 1979 | 21.0 | 7.9 |
| 1980 | 22.0 | 7.8 |
| 1981 | 24.0 | 7.7 |
| 1982 | 23.0 | 7.6 |
| 1983 | 22.0 | 7.5 |
| 1984 | 23.0 | 7.5 |
| 1985 | 25.0 | 7.6 |
| 1986 | 26.0 | 7.7 |
| 1987 | 28.0 | 7.8 |
| 1988 | 27.0 | 7.9 |
| 1989 | 26.0 | 8.0 |
| 1990 | 28.0 | 8.1 |
| 1991 | 27.0 | 8.2 |
| 1992 | 25.0 | 8.3 |
| 1993 | 23.0 | 8.3 |
| 1994 | 22.0 | 8.3 |
| 1995 | 21.0 | 8.2 |
| 1996 | 20.0 | 8.2 |
| 1997 | 19.0 | 8.1 |
| 1998 | 18.0 | 8.1 |
| 1999 | 17.5 | 8.1 |
| 2000 | 17.0 | 8.0 |
| 2001 | 16.8 | 8.0 |
| 2002 | 16.5 | 8.0 |
| 2003 | 16.2 | 8.0 |
| 2004 | 16.0 | 8.0 |
| 2005 | 16.5 | 8.0 |
| 2006 | 17.0 | 8.0 |
| 2007 | 17.5 | 8.0 |
| 2008 | 18.0 | 8.0 |
| 2009 | 18.5 | 8.0 |
| 2010 | 19.0 | 8.0 |
| 2011 | 18.8 | 8.2 |
| 2012 | 18.5 | 8.3 |
| 2013 | 19.0 | 8.5 |
| 2014 | 19.5 | 8.7 |
| 2015 | 19.0 | 9.0 |
| 2016 | 18.5 | 9.3 |
| 2017 | 17.5 | 9.5 |
| 2018 | 16.0 | 9.8 |
| 2019 | 14.5 | 10.0 |
| 2020 | 13.0 | 10.2 |
| 2021 | 11.5 | 10.5 |
| 2022 | 10.5 | 10.8 |
-------------------","Chart 1 - Type: Line Chart,
Description: A line chart displaying China's birth and death rates (in millions) from approximately 1965 to 2022, sourced from the United Nations Population Division, 2022. The blue line represents birth rates, and the red line represents death rates, showing trends over time.
Mark: Line, with a circular marker at the 2022 data point for both lines,
Background: Light beige/tan (#F5EFEB),
Gridlines: Dotted, light grey/brown (#CFCAC5),
Data Colors: Births: Dark blue (#4F6D8A), Deaths: Red/Orange (#D85F5F),
-------------------"
Shadikur,276,vox,Why China's population is shrinking - YouTube,,,2,To show that China’s population has peaked and is projected to decline dramatically by 2100.,00:30,00:45,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and Draw a dotted line to highligt","Now, here's China's population over the last 60 years.
Even after losing almost a million people in 2022
its population is still about as big as it's ever been:
1.4 billion people.
But that's projected to shrink by nearly half
by the end of the century.",https://youtu.be/gmehUgOy5ok,"Chart 1 - Line Chart
| Year | Population (billion) |
|------|----------------------|
| 1950 | 0.54                 |
| 1960 | 0.67                 |
| 1970 | 0.83                 |
| 1980 | 0.98                 |
| 1990 | 1.14                 |
| 2000 | 1.27                 |
| 2010 | 1.36                 |
| 2020 | 1.40                 |
| 2030 | 1.38                 |
| 2040 | 1.30                 |
| 2050 | 1.20                 |
| 2060 | 1.08                 |
| 2070 | 0.96                 |
| 2080 | 0.87                 |
| 2090 | 0.81                 |
| 2100 | 0.77                 |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart illustrates China's population from 1950 to 2100. The data up to 2020 is historical/actual (solid line), while from 2020 to 2100 it represents projections (dashed line). The source is the United Nations Population Division, 2022. The peak population of 1.4 billion around 2020 is highlighted.,
Mark: Line (solid for actual data, dashed for projected data), Circle (highlight at peak),
Background: Solid, light beige,
Gridlines: Dotted, vertical and horizontal, light brown/grey,
Data Colors: Dark blue-grey (solid line), Red-orange (dashed line), Light grey (highlight circle),
-------------------"
Shadikur,277,vox,Why China's population is shrinking - YouTube,,,3,To show that China’s population has peaked and is projected to shrink dramatically over the coming decades.,01:07,01:15,Line Chart,,"Suspense- Gradual Reveal, Emphasit","If we look at that on the birth and death rates chart
you'll see a big spike in deaths.
At the same time, the birth rate dropped
causing the population to shrink.",https://youtu.be/gmehUgOy5ok,"Chart 1 - Line Chart
| Year | Births (million) | Deaths (million) |
|------|------------------|------------------|
| 1950 | 24.5             | 12.0             |
| 1955 | 26.5             | 11.8             |
| 1960 | 19.5             | 19.5             |
| 1965 | 31.0             | 11.0             |
| 1970 | 28.0             | 10.0             |
| 1975 | 23.5             | 9.5              |
| 1980 | 20.5             | 7.5              |
| 1985 | 25.5             | 8.0              |
| 1990 | 27.5             | 8.0              |
| 1995 | 20.0             | 8.0              |
| 2000 | 16.5             | 8.2              |
| 2005 | 17.5             | 8.3              |
| 2010 | 18.5             | 9.0              |
| 2015 | 16.0             | 9.5              |
| 2020 | 11.0             | 10.5             |
-------------------","Chart 1 - Type: Line Chart,
Description: A dual-line chart illustrating China's birth and death rates from 1950 to 2020, sourced from UN World Population Prospects. The Y-axis represents the values in millions, with one line depicting 'Births' and the other 'Deaths' over time. The chart shows significant fluctuations, including a sharp increase in deaths around 1960 and a subsequent peak in births around 1965, followed by a general decline in birth rates and a slight increase in death rates towards 2020.,
Mark: line,
Background: Solid, light beige (#efe8dc),
Gridlines: Dotted vertical lines and solid horizontal lines, light brown (#d9d2c2),
Data Colors: ['#6a829e' (Births), '#e57c6b' (Deaths)],
-------------------"
Shadikur,278,vox,Why China's population is shrinking - YouTube,,,4,To show how aggressive birth-control campaigns during China’s one-child policy drastically reduced population growth.,02:07,02:30,Line Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison and Draw a dotted line to highligt","There were campaigns of sterilization...
IUD insertion and induced abortions.
And while these campaigns began during the Later, Longer, Fewer era
they were at their worst under the one child policy
when China sterilized 20 million men and women
and induced nearly 15 million abortions in a single year.
But China had accomplished its goal.
Population growth was under control.",https://youtu.be/gmehUgOy5ok,"Chart 1 - Line Chart
| Year | Abortion (million) | IUD insertion (million) | Sterilization (million) |
| :--- | :----------------- | :---------------------- | :---------------------- |
| 1971 | 4.0                | 6.0                     | 3.0                     |
| 1972 | 4.5                | 8.0                     | 5.0                     |
| 1973 | 5.0                | 11.0                    | 5.5                     |
| 1974 | 4.8                | 13.0                    | 4.0                     |
| 1975 | 5.2                | 15.0                    | 5.0                     |
| 1976 | 5.0                | 16.5                    | 6.0                     |
| 1977 | 6.5                | 15.0                    | 3.0                     |
| 1978 | 7.0                | 13.0                    | 5.0                     |
| 1979 | 6.5                | 11.5                    | 6.5                     |
| 1980 | 9.0                | 11.0                    | 6.0                     |
| 1981 | 10.0               | 12.0                    | 2.5                     |
| 1982 | 13.0               | 15.0                    | 12.0                    |
| 1983 | 14.5               | 18.0                    | 20.5                    |
| 1984 | 10.0               | 14.0                    | 10.0                    |
| 1985 | 11.0               | 12.0                    | 3.0                     |
| 1986 | 10.0               | 13.0                    | 6.0                     |
| 1987 | 12.0               | 11.5                    | 7.0                     |
| 1988 | 10.5               | 10.0                    | 5.0                     |
| 1989 | 11.5               | 12.0                    | 7.0                     |
| 1990 | 14.0               | 13.0                    | 8.5                     |
| 1991 | 14.5               | 12.0                    | 9.5                     |
| 1992 | 12.0               | 11.0                    | 7.0                     |
| 1993 | 10.0               | 9.0                     | 5.0                     |
| 1994 | 8.0                | 8.0                     | 4.0                     |
| 1995 | 7.5                | 7.0                     | 3.0                     |
| 1996 | 7.0                | 6.5                     | 2.5                     |
| 1997 | 6.5                | 6.0                     | 2.0                     |
| 1998 | 6.0                | 5.5                     | 1.8                     |
| 1999 | 6.5                | 6.0                     | 1.6                     |
| 2000 | 7.0                | 6.5                     | 1.5                     |
| 2001 | 6.8                | 6.0                     | 1.4                     |
| 2002 | 6.5                | 6.0                     | 1.3                     |
| 2003 | 6.8                | 6.5                     | 1.2                     |
| 2004 | 7.0                | 6.8                     | 1.1                     |
| 2005 | 7.2                | 7.0                     | 1.0                     |
| 2006 | 7.5                | 7.2                     | 1.0                     |
-------------------","Chart 1 - Type: Line Chart,
Description: This line chart illustrates the number of birth-control operations in China from 1971 to 2006, broken down by type: Abortion, IUD insertion, and Sterilization. The Y-axis represents operations in millions. The chart background includes two vertical shaded regions: a light greyish-blue one from approximately 1971 to 1981, and a light orange-beige one from approximately 1981 to 1984, potentially highlighting policy shifts or notable periods.
Mark: Lines (solid and dotted),
Background: Solid light beige with two vertical shaded regions within the plotting area: light greyish-blue and light orange-beige,
Gridlines: Dotted, light grey,
Data Colors: ['#476C8F' (Abortion), '#596D85' (IUD insertion), '#DB4D4C' (Sterilization)],
-------------------"
Shadikur,279,vox,Why China's population is shrinking - YouTube,,,5,"To show how different country rapidly growing population has a youthful, pyramid-shaped age structure.",04:33,05:00,Bar Chart,,"Suspense- Gradual Reveal, Emphasis, Comparison ","If we look at population pyramids that show distribution by age...
we see that countries like Kenya
with rapid population growth look like this:
wide at the bottom
representing a lot of new young people, and narrow at the top.
Countries experiencing slower growth
like the Philippines, are still triangular.
But the difference between top and bottom is less pronounced.
Now take a look at China, and notice the narrow bottom, so, fewer babies.
And the heavy top: a larger number of elderly people.",https://youtu.be/gmehUgOy5ok,"Chart 1 - Population Age Pyramid
| Age Group | Population (Left, M) | Population (Right, M) |
|:----------|---------------------:|----------------------:|
| 0-4       | 3.7                  | 3.8                   |
| 5-9       | 3.5                  | 3.6                   |
| 10-14     | 3.3                  | 3.4                   |
| 15-19     | 3.0                  | 3.1                   |
| 20-24     | 2.8                  | 2.9                   |
| 25-29     | 2.6                  | 2.7                   |
| 30-34     | 2.4                  | 2.5                   |
| 35-39     | 2.2                  | 2.3                   |
| 40-44     | 2.0                  | 2.1                   |
| 45-49     | 1.8                  | 1.9                   |
| 50-54     | 1.5                  | 1.6                   |
| 55-59     | 1.2                  | 1.3                   |
| 60-64     | 1.0                  | 1.1                   |
| 65-69     | 0.8                  | 0.9                   |
| 70-74     | 0.7                  | 0.8                   |
| 75-79     | 0.5                  | 0.6                   |
| 80-84     | 0.4                  | 0.45                  |
| 85-89     | 0.3                  | 0.35                  |
| 90-94     | 0.2                  | 0.25                  |
| 95-99     | 0.1                  | 0.15                  |
| 100+      | 0.05                 | 0.05                  |
-------------------","Chart 1 - Type: Population Age Pyramid, 
Description: A population pyramid showing the age distribution of Kenya in 2023, with population counts (in millions) for different age groups. The left side typically represents males and the right side females. The data indicates a broad base of younger age groups, narrowing towards older age groups, characteristic of a developing country with a relatively young population. The slight arrow on the right at the 0-4 age group indicates the source or a point of interest, but doesn't affect the data extraction. The title 'Kenya (2023)' specifies the region and year. The X-axis is 'POPULATION' in millions, and the Y-axis is 'AGE'. Below the chart, ""Population Age Pyramid"" is visible.
Mark: Horizontal Bars, 
Background: Light beige/cream, 
Gridlines: Dotted light grey horizontal lines, Solid light grey vertical lines, 
Data Colors: Red/Orange with subtle dark gradient/shadow on the edges, 
-------------------"
